Country,Year,Military_Expenditure_USD,Military_Expenditure_pct_Govt,Military_Expenditure_pct_GDP,GDP_USD,GDP_per_Capita_USD,Political_Stability_Index,Military_Expenditure_missing,Political_Stability_missing,Military_Expenditure_pct_Govt_missing,Country_clean,Continent,Military_Expenditure_YoY,Military_Expenditure_YoY_Clipped,Score_Expenditure,Score_Growth,Score_pctGovt,Score_Politics,Total_Score
,2001,88.10691841095057,0.08348627668288923,2.2117137668842324e-08,398364922849.27,,0.0,0,1,0,Kyrgyzstan,Asia,-13.877970413555186,-13.877970413555186,0.0002772880710857846,0.00013371327180231903,0.14693039331289104,0.5011652265385944,0.07965363052641267
,2002,102.3196990051674,0.09290334086799278,7.982835706609037e-09,1281746271196.04,,-0.614730596542358,0,0,0,Kyrgyzstan,Asia,16.131287815475748,16.131287815475748,0.00032204413680051125,0.00019924678611552528,0.1635038111193362,0.19300376443094902,0.05218973035751701
,2003,116.2208483919411,0.1020701940634422,3.209854881563365e-08,362075086507.76,,0.0,0,1,0,Kyrgyzstan,Asia,13.585995191474964,13.585995191474964,0.00036581887541273136,0.0001936884357779988,0.1796368739287472,0.5011652265385944,0.08624833152050737
,2004,124.8189992627365,0.1001002383701441,1.1907257916864044e-08,1048259810396.46,,0.0,0,1,0,Kyrgyzstan,Asia,7.398114012899937,7.398114012899937,0.0003928944643763037,0.00018017548598464893,0.17616988059372665,0.5011652265385944,0.08556170920415068
,2005,138.224520001289,0.1058876461963378,1.1876100712549957e-08,1163888075277.2798,,0.0,0,1,0,Kyrgyzstan,Asia,10.739968128036882,10.739968128036882,0.0004351084676909624,0.00018747334862475614,0.186355340311791,0.5011652265385944,0.08761787610788145
,2006,152.0744000464702,0.1087878759540258,1.4905381584091953e-08,1020265057882.01,,0.0,0,1,0,Kyrgyzstan,Asia,10.019843111086256,10.019843111086256,0.00047872175907572034,0.00018590075650183662,0.19145955523101,0.5011652265385944,0.08865569263064228
,2007,165.9766148077704,0.1033104726753185,1.4313931077422346e-08,1159545996903.455,,-0.990260481834412,0,0,0,Kyrgyzstan,Asia,9.14171928809322,9.14171928809322,0.0005224998525537954,0.00018398313029182884,0.18181968326581638,0.00475245700030974,0.03710337723330332
,2008,167.7767182852495,0.1041763601678749,1.2193585754230783e-08,1375942414863.785,,-0.567302405834198,0,0,0,Kyrgyzstan,Asia,1.0845524711803112,1.0845524711803112,0.0005281683808897738,0.00016638807836184637,0.1833435886895697,0.21677928605937302,0.05860783011971571
,2009,183.7880392622369,0.09760146760128893,1.3531172388621612e-08,1358256579576.095,,-0.622969388961792,0,0,0,Kyrgyzstan,Asia,9.543231707372769,9.543231707372769,0.0005785880527530836,0.00018485994369637782,0.17177220726998754,0.18887369780948188,0.05352870443915585
,2010,225.7520557240865,0.1036514638262486,6.151442794886611e-08,366990417129.04,,0.0,0,1,0,Kyrgyzstan,Asia,22.832833208462212,22.832833208462212,0.0007107327985310227,0.00021388146377333627,0.18241980541658231,0.5011652265385944,0.08694894129572031
,2011,221.9716468261627,0.0909569867218131,1.8060957840344912e-08,1229013703416.76,,0.0,0,1,0,Kyrgyzstan,Asia,-1.6745844842025237,-1.6745844842025237,0.000698828285691863,0.00016036273978874043,0.16007835496549905,0.5011652265385944,0.08245983378317262
,2012,221.2654188869194,0.07902809342782993,1.662406321548662e-08,1330994811670.31,,-0.911251366138458,0,0,0,Kyrgyzstan,Asia,-0.3181613279629292,-0.3181613279629292,0.0006966043729360994,0.0001633248648651343,0.1390842820098934,0.04435934292667115,0.03258042990327978
,2013,236.6836016831687,0.08378608329951674,3.675100981744122e-08,644019315003.54,,-0.911773800849915,0,0,0,Kyrgyzstan,Asia,6.968184578417547,6.968184578417547,0.0007451562518493209,0.00017923661616876444,0.14745803337361874,0.044097448943446804,0.03425318505465879
,2014,262.1799707257113,0.0876674508583983,1.777880643562155e-08,1474677007565.64,,-0.804615676403046,0,0,0,Kyrgyzstan,Asia,10.772342849790162,10.772342849790162,0.0008254443531670377,0.00018754404778283635,0.1542889867311931,0.09781529622809026,0.04102576792464931
,2015,270.4110681971054,0.09063350127481,2.235301699962537e-08,1209729622635.0,,-0.882429659366608,0,0,0,Kyrgyzstan,Asia,3.1394837098388972,3.1394837098388972,0.000851364090469106,0.00017087558900651172,0.15950904171010383,0.05880752453534294,0.03817436910844466
,2016,288.7533682075291,0.08591338867224371,2.5961578110068466e-08,1112233497452.7,,-0.652019679546356,0,0,0,Kyrgyzstan,Asia,6.783117323087451,6.783117323087451,0.0009091240185270814,0.00017883247063695828,0.15120195186573973,0.17431092824579975,0.048088782546329846
,2017,289.3914711221589,0.08387029427190745,2.1819090758243665e-08,1326322321716.46,,-0.362505912780762,0,0,0,Kyrgyzstan,Asia,0.2209854446342696,0.2209854446342696,0.0009111334054862772,0.00016450224094251888,0.14760623918403745,0.3194427732663523,0.06187932919791999
,2018,298.377218523212,0.09160845104841238,2.37504716300576e-08,1256300182879.73,,-0.529712080955505,0,0,0,Kyrgyzstan,Asia,3.105049145439387,3.105049145439387,0.0009394295364587843,0.00017080039161237014,0.16122488962412476,0.23562313333308071,0.05623430319020026
,2019,303.3169336594378,0.0878939618544281,2.1691065883536844e-08,1398349602956.35,,-0.26556807756424,0,0,0,Kyrgyzstan,Asia,1.6555269067371814,1.6555269067371814,0.0009549847062430072,0.00016763495894314787,0.15468763128762442,0.3680372392029685,0.06817353454800187
,2020,319.8364737849232,0.09687722376565776,2.653310317513625e-08,1205424302139.815,,-0.4557925760746,0,0,0,Kyrgyzstan,Asia,5.44629669243375,5.44629669243375,0.0010070047609066336,0.00017591315309620068,0.17049758542970686,0.2726786220796919,0.06182295514420208
,2021,319.7303327610766,0.08854306455402333,2.3020280720146267e-08,1388907184269.3198,,-0.46646723151207,0,0,0,Kyrgyzstan,Asia,-0.03318602865725051,-0.03318602865725051,0.0010066705226759922,0.00016394718724023027,0.1558300096369937,0.26732746915903294,0.0583506012085445
,2022,374.1974006453777,0.08293594510139625,2.8367604044331927e-08,1319101183380.15,,-0.471610426902771,0,0,0,Kyrgyzstan,Asia,17.03531454583711,17.03531454583711,0.0011781873946461517,0.00020122097848714293,0.14596184567926732,0.26474921029178533,0.0561989314164366
,2023,483.8686884227681,0.09694642718508674,2.789750846754677e-08,1734451264655.6,,-0.48121976852417,0,0,0,Kyrgyzstan,Asia,29.308404491383566,29.308404491383566,0.0015235424312799283,0.00022802266446935953,0.17061937892726478,0.2599320940125599,0.060794908958561725
,2024,447.0009006342342,0.08397743832957805,2.47413724872384e-08,1806694033909.385,,0.0,0,1,0,Kyrgyzstan,Asia,-7.619378701421908,-7.619378701421908,0.0014074457166306058,0.00014738063760047875,0.14779480572647022,0.5011652265385944,0.08028267627708588
,1992,206.8148876505453,0.09544877189898007,1.5086303195037155e-07,137087850467.29,,0.0,0,1,0,Lao People's Democratic Republic,Asia,,0.0,0.0006510996301209579,,0.16798360345639768,0.5011652265385944,
,1993,204.846676684935,0.07068310189144603,6.553649566998148e-08,312568858909.5,,0.0,0,1,0,Lao People's Democratic Republic,Asia,-0.9516776030824126,-0.9516776030824126,0.0006449017310727489,0.00016194140688139018,0.12439764203323081,0.5011652265385944,0.07530259417499913
,1994,207.3202668102116,0.07011379800853484,6.789417647833714e-08,305357951983.35,,0.0,0,1,0,Lao People's Democratic Republic,Asia,1.207532465406369,1.207532465406369,0.0006526910697925224,0.00016665663918898654,0.12339570438845571,0.5011652265385944,0.07510673695122429
,1995,173.6135925668432,0.06689776338989145,1.2950395350223406e-07,134060457516.34,,0.0,0,1,0,Lao People's Democratic Republic,Asia,-16.258263006300623,-16.258263006300623,0.0005465487060614648,0.00012851524466330104,0.11773569354355963,0.5011652265385944,0.07392083541839495
,1996,132.9912181039012,0.06870067643742954,1.8251985117751574e-08,728639746558.615,,0.0,0,1,0,Lao People's Democratic Republic,Asia,-23.39815325652106,-23.39815325652106,0.0004186287927904861,0.00011292331978676761,0.12090870273391927,0.5011652265385944,0.07449959171369552
,1997,121.9836011040519,0.06690703638999368,1.7254103837922155e-08,706983116885.785,,0.0,0,1,0,Lao People's Democratic Republic,Asia,-8.276950280468476,-8.276950280468476,0.0003839657916597813,0.00014594464820818787,0.11775201341799105,0.5011652265385944,0.07386429504858402
